Product,Total_Revenue,Total_Quantity,Total_Invoices,Avg_UnitPrice
"PEARL & SHELL 42""NECKL. GREEN",53.62,5,3,10.706666666666665
"PEARL & SHELL 42""NECKL. IVORY",21.5,2,1,10.75
PEARL AND CHERRY QUARTZ BRACLET,18.27,5,4,3.6925
PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2429.4999999999995,1462,159,1.7914999999999999
PEARLISED IVORY HEART LARGE ,661.02,418,39,1.765897435897436
PEARLISED IVORY HEART SMALL ,281.17,228,29,1.28125
PEG BAG APPLE DESIGN,210.0,100,1,2.1
PEG BAG APPLES DESIGN,3833.3599999999997,1484,287,3.2074394463667817
PENCIL CASE LIFE IS BEAUTIFUL,1615.91,534,130,3.5214074074074078
PENNY FARTHING BIRTHDAY CARD,1304.1399999999999,3042,262,0.5452091254752851
PENS ASSORTED FUNKY JEWELED ,1114.6399999999999,5211,144,0.33034722222222224
PENS ASSORTED FUNNY FACE,2571.4,9572,216,0.38857142857142857
PENS ASSORTED SPACEBALL,1368.1,5874,155,0.41865384615384615
PERIWINKLE T-LIGHT HOLDER,75.02,48,17,1.7658823529411765
"PET MUG, GOLDFISH",13.1,36,12,0.6383333333333333
PETIT TRAY CHIC,1736.6899999999998,1033,146,2.027808219178082
PHARMACIE FIRST AID TIN,4470.8099999999995,581,173,9.662068965517241
PHOTO CLIP LINE,334.98,236,49,1.7107999999999999
PHOTO CUBE,5978.78,3218,321,2.596676923076923
PHOTO FRAME 3 CLASSIC HANGING,5787.45,582,232,10.461965811965811
PHOTO FRAME CORNICE,9755.09,3267,504,3.213877952755906
PHOTO FRAME LINEN AND LACE LARGE,801.6800000000001,215,43,3.8148837209302324
PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,59,2.08
PICNIC BASKET WICKER 60 PIECES,39619.5,61,2,649.5
PICNIC BASKET WICKER LARGE,19302.26,1602,445,14.401595505617978
PICNIC BASKET WICKER SMALL,11789.27,1876,461,7.54717672413793
PICNIC BOXES SET OF 3 RETROSPOT ,4620.91,965,190,5.667329842931937
PICTURE DOMINOES,4798.38,3188,356,1.9796408839779005
PICTURE FRAME WOOD TRIPLE PORTRAIT,6977.6,1068,265,7.740037735849057
PIECE OF CAMO STATIONERY SET,326.56,3380,31,0.0967741935483871
PIG KEYRING WITH LIGHT & SOUND ,1386.97,1379,80,1.7235
PIG MUG IN TWO COLOUR DESIGNS,130.26999999999998,159,17,1.4352941176470588
PIGGY BANK RETROSPOT ,7111.18,2760,329,3.1144072948328265
PIN CUSHION BABUSHKA BLUE,410.81,137,45,3.2939999999999996
PIN CUSHION BABUSHKA PINK,1135.18,439,133,2.8105882352941176
PIN CUSHION BABUSHKA RED,656.4300000000001,201,45,3.8984444444444444
PING MICROWAVE APRON,1068.3799999999999,508,122,3.0187804878048783
PING! MICROWAVE PLATE,415.09000000000003,152,63,3.1066666666666665
PINK  HEART CONFETTI IN TUBE,888.3299999999999,966,78,1.5878481012658228
PINK  HEART SHAPE LOVE BUCKET ,1831.6200000000001,1042,123,3.216341463414634
PINK  HONEYCOMB PAPER BALL ,1308.56,693,80,2.8253086419753086
PINK  HONEYCOMB PAPER FAN,555.97,498,65,1.6775757575757575
PINK  POLKADOT CUP,2707.34,3016,307,1.1209354838709678
PINK  POLKADOT PLATE ,3449.6,2065,185,2.1288709677419355
PINK & WHITE BREAKFAST TRAY,369.84000000000003,96,35,4.716285714285714
PINK & WHITE ROSEBUD RING,88.04,21,15,4.176
PINK 3 PIECE POLKADOT CUTLERY SET,5520.02,1471,123,4.381869918699187
PINK ACRYLIC JEWEL SNOWFLAKE,4.5600000000000005,12,1,0.38
PINK ALLIUM  ARTIFICIAL FLOWER,5.07,3,1,1.69
PINK AND BLACK STRING CURTAIN,82.1,38,5,3.55
PINK AND WHITE CHRISTMAS TREE 120CM,553.07,201,34,4.017058823529412
PINK B'FLY C/COVER W BOBBLES,78.17,12,7,6.917142857142857
PINK BABY BUNTING,6677.969999999999,2179,345,4.122405797101449
PINK BAROQUE FLOCK CANDLE HOLDER,11.9,2,1,5.95
PINK BEADS+HAND PHONE CHARM,4.92,2,1,2.46
PINK BERTIE GLASS BEAD BAG CHARM,106.24,115,10,1.5399999999999998
PINK BERTIE MOBILE PHONE CHARM,3.36,1,1,3.36
PINK BITTY LIGHT CHAIN,201.31,106,36,2.8925
PINK BLUE FELT CRAFT TRINKET BOX,13828.1,10993,522,1.4207224334600759
PINK BOUDICCA LARGE BRACELET,264.7,38,12,6.97
PINK BOUDOIR T-LIGHT HOLDER,10.2,12,1,0.85
PINK BREAKFAST CUP AND SAUCER ,42.27,21,9,2.47
PINK BUNNY EASTER EGG BASKET,231.89999999999998,158,4,1.5999999999999999
PINK BUTTERFLY CUSHION COVER,44.849999999999994,23,5,1.95
PINK BUTTERFLY CUSHION COVER ,173.48,35,20,4.9590000000000005
PINK BUTTERFLY HANDBAG W BOBBLES,671.62,162,98,4.146326530612245
PINK BUTTERFLY WASHBAG,42.29,9,6,4.923333333333333
PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,11,1.0645454545454545
PINK CAT BOWL,583.33,360,123,1.754390243902439
PINK CAT FLORAL CUSHION COVER ,100.97,25,18,4.066666666666666
PINK CHERRY BLOSSOM CUP & SAUCER,7.5,6,1,1.25
PINK CHERRY LIGHTS,27.0,4,1,6.75
PINK CHICK EGG WARMER + EGG CUP,218.81,195,40,1.111
PINK CHRISTMAS FLOCK DROPLET ,15.02,10,3,2.09
PINK CHRYSANTHEMUMS ART FLOWER,37.800000000000004,18,1,2.1
PINK CLEAR GLASS CANDLE PLATE,39.92,30,5,1.6533333333333333
PINK COMBO MINI CRYSTALS NECKLACE,16.310000000000002,3,3,5.436666666666667
PINK CREAM FELT CRAFT TRINKET BOX ,9128.06,7337,616,1.4245659163987139
PINK CRYSTAL GUITAR PHONE CHARM,0.85,1,1,0.85
PINK CRYSTAL SKULL PHONE CHARM,13.94,20,9,1.3166666666666667
PINK CRYSTAL+GLASS BRACELET,104.53,21,14,4.9871428571428575
PINK DAISY BAG CHARM,74.64,30,19,2.472631578947368
PINK DIAMANTE PEN IN GIFT BOX,1206.97,424,103,4.093398058252427
PINK DINER WALL CLOCK,2741.35,307,121,9.943057851239669
PINK DISCO HANDBAG,180.51999999999998,84,22,2.429090909090909
PINK DOG BOWL,922.89,549,115,2.5988793103448278
PINK DOG CANNISTER,39.3,14,4,3.95
PINK DOLLY HAIR CLIPS,2.1,2,1,1.05
PINK DOUGHNUT TRINKET POT ,2546.2999999999997,1728,241,2.1447368421052633
PINK DRAWER KNOB ACRYLIC EDWARDIAN,5116.7,3793,254,1.66984375
PINK EASTER HENS+FLOWER,38.31,14,9,2.6033333333333335
PINK ENAMEL FLOWER HAIR TIE,64.46000000000001,22,11,2.9145454545454546
PINK ENAMEL+GLASS HAIR COMB,480.5,263,31,2.059354838709677
PINK FAIRY CAKE CHILDRENS APRON,6724.69,3341,495,2.47589898989899
PINK FAIRY CAKE CUSHION COVER,1182.99,285,89,4.651648351648352
PINK FEATHER CHRISTMAS DECORATION,2.51,1,1,2.51
PINK FEATHERS CURTAIN,50.28,52,3,0.9433333333333334
PINK FELT EASTER EGG BASKET,23.099999999999998,14,4,1.65
PINK FELT EASTER RABBIT GARLAND,323.15,122,29,2.8713333333333333
PINK FELT HANGING HEART W FLOWER,107.72,106,20,0.8879999999999999
PINK FLOCK GLASS CANDLEHOLDER,29.68,38,5,0.8879999999999999
PINK FLOCK PHOTO FRAME ,15.0,12,1,1.25
PINK FLOCK SUEDE CUSHION COVER ,15.0,12,2,1.25
PINK FLORAL FELTCRAFT SHOULDER BAG,4232.13,1116,262,4.193650190114068
PINK FLOWER CROCHET FOOD COVER,897.8,237,79,3.934430379746835
PINK FLOWER FABRIC PONY,446.23,115,48,4.163541666666666
PINK FLOWERS RABBIT EASTER,48.95,21,5,2.35
PINK FLUFFY CHRISTMAS DECORATION,7.82,26,2,0.9099999999999999
PINK FLY SWAT,63.720000000000006,92,43,0.7040909090909091
PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,23,4,2.55
PINK GAUZE BUTTERFLY LAMPSHADE,6.3,15,4,0.42
PINK GINGHAM CAT WITH SCARF,314.51,144,30,2.2963333333333336
PINK GLASS CANDLEHOLDER,558.37,175,38,3.677179487179487
PINK GLASS CHUNKY CHARM BRACELET,91.68,10,9,9.17
PINK GLASS TASSLE BAG CHARM ,82.97999999999999,45,20,1.8370000000000002
PINK GOOSE FEATHER TREE 60CM,267.21,131,19,2.568947368421053
PINK GREEN EMBROIDERY COSMETIC BAG,93.19,33,20,2.93
PINK HANGING GINGHAM EASTER HEN,13.44,32,5,0.42000000000000004
PINK HANGING HEART T-LIGHT HOLDER,1664.16,880,76,3.3044736842105267
PINK HAPPY BIRTHDAY BUNTING,12179.6,2335,402,5.9335980148883385
PINK HAWAIIAN PICNIC HAMPER FOR 2,709.2399999999999,78,55,9.104181818181818
PINK HEART DOTS HOT WATER BOTTLE,147.88,36,11,4.042727272727273
PINK HEART OF GLASS BRACELET,89.12,15,9,5.935555555555556
PINK HEART RED HANDBAG,76.14,29,18,2.6994444444444445
PINK HEART SHAPE EGG FRYING PAN,4753.53,3229,256,2.165366795366795
PINK HEART SHAPE PHOTO FRAME,520.91,321,39,2.0585
PINK HEARTS LIGHT CHAIN ,587.2,271,48,3.28375
PINK HEARTS PAPER GARLAND,245.20000000000002,168,7,1.5928571428571427
PINK HORSE SOCK PUPPET,776.4900000000001,255,57,3.5382758620689656
PINK HORSE SOCK PUPPET KIT,123.9,42,14,2.95
PINK HYDRANGEA ART FLOWER,96.60000000000001,46,5,2.1
PINK JEWELLED MIRROR TRINKET TRAY,210.54999999999998,34,18,8.18611111111111
PINK JEWELLED PHOTO FRAME,231.56,30,20,7.6825
PINK JEWELLED PHOTO FRAME ,326.35,62,19,5.931052631578948
PINK KNITTED EGG COSY,76.69,147,29,0.6940000000000001
PINK LEAVES AND BEADS PHONE CHARM,7.43,3,2,2.485
PINK LOVE BIRD CANDLE,356.08,351,50,1.3084
PINK LOVE HEART SHAPE CUP,770.73,816,133,1.286390977443609
PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,1,2.55
PINK METAL CHICKEN HEART ,1058.18,716,91,2.2159574468085106
PINK METAL SWINGING BUNNY,68.69999999999999,78,10,1.009
PINK MONTE CARLO HANDBAG,232.32999999999998,98,10,4.763
PINK MURANO TWIST BRACELET,29.73,7,3,4.243333333333333
PINK MURANO TWIST NECKLACE,79.66,8,6,9.959999999999999
PINK NEW BAROQUE FLOCK CANDLESTICK,27.900000000000002,6,3,4.65
PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,42,2.6080952380952382
PINK OVAL JEWELLED MIRROR,119.0,20,11,5.95
PINK OVAL SHAPE TRINKET BOX,186.64,20,13,8.999230769230769
PINK OWL SOFT TOY,2594.23,877,171,3.462046783625731
PINK PADDED MOBILE,573.54,134,42,4.346190476190476
PINK PAINTED KASHMIRI CHAIR,171.8,4,1,42.95
PINK PAISLEY CUSHION COVER ,192.14,26,17,7.464117647058822
PINK PAISLEY ROSE GIFT WRAP,498.5,1225,40,0.418
PINK PAISLEY SQUARE TISSUE BOX ,584.09,1366,117,0.6522314049586777
PINK PAPER PARASOL ,1439.0200000000002,458,102,3.6700000000000004
PINK PARTY BAGS,4649.5,2456,165,2.2805988023952097
PINK PARTY SUNGLASSES,36.76,20,12,1.8166666666666667
PINK PILLAR CANDLE SILVER FLOCK,129.47,81,19,2.4173684210526316
PINK POLKADOT BOWL,4747.34,3674,333,1.6501483679525224
PINK POLKADOT CHILDRENS UMBRELLA,506.96,140,46,4.205744680851064
PINK POLKADOT GARDEN PARASOL,1885.27,228,97,9.890927835051546
PINK POLKADOT KIDS BAG,1.95,1,1,1.95
PINK POLKADOT PLATE ,377.56,220,25,2.1284
PINK POLKADOT WRAP ,2593.0,6350,213,0.4169014084507042
PINK POODLE HANGING DECORATION ,16.8,5,2,3.36
PINK POT PLANT CANDLE,628.7900000000001,204,35,4.676
PINK REGENCY TEACUP AND SAUCER,17445.56,5788,765,3.708229166666667
PINK RETRO BIG FLOWER BAG,171.6,88,14,1.95
PINK RIVIERA HANDBAG,261.68,186,6,5.33
PINK ROSE FABRIC MIRROR,393.46999999999997,331,62,1.3503225806451613
PINK ROSE WASHBAG,560.62,156,74,3.5262162162162163
PINK ROSEBUD & PEARL NECKLACE,90.32,12,9,7.537777777777778
PINK ROSEBUD PEARL BRACELET,130.67,27,14,6.333571428571429
PINK ROSEBUD PEARL EARRINGS,39.98,16,15,2.5
PINK ROUND COMPACT MIRROR,58.16,40,4,2.27
PINK SCOTTIE DOG W FLOWER PATTERN,317.44,133,51,2.511764705882353
PINK SMALL GLASS CAKE STAND,46.8,24,1,1.95
PINK SMALL JEWELLED PHOTOFRAME,19.799999999999997,12,9,1.65
PINK SPOTS CHOCOLATE NESTING BOXES ,361.55999999999995,140,6,3.31
PINK SQUARE TABLE CLOCK,104.84,71,14,3.015
PINK STITCHED WALL CLOCK,828.24,679,61,3.807540983606557
PINK STOCKING CHRISTMAS DECORATION,92.21000000000001,226,19,0.6473684210526316
PINK STRAWBERRY HANDBAG ,163.1,60,34,2.751764705882353
PINK STRING CURTAIN WITH POLE,100.86,30,9,6.212222222222222
PINK SWEETHEART BRACELET,725.32,175,78,4.1883333333333335
PINK SWEETIE NECKLACE,15.120000000000001,2,2,7.5600000000000005
PINK TALL PORCELAIN T-LIGHT HOLDER ,12.75,5,4,2.55
PINK UNION JACK  LUGGAGE TAG,480.25,348,121,1.5743076923076922
PINK UNION JACK  PASSPORT COVER ,618.9300000000001,271,106,2.5725233644859813
PINK VINTAGE PAISLEY PICNIC BAG,4957.43,2672,410,2.0688009592326138
PINK VINTAGE SPOT BEAKER,4572.41,4807,191,1.06703125
PINK VINTAGE VICTORIAN EARRINGS,41.150000000000006,14,7,2.9285714285714284
PINK YELLOW PATCH CUSHION COVER,180.93,29,23,6.113478260869566
PINK/AMETHYST/GOLD NECKLACE,34.870000000000005,5,2,7.01
PINK/BLUE DISC/MIRROR STRING,244.17,566,15,0.9513333333333333
PINK/BLUE STRING CURTAIN ,128.32999999999998,57,5,5.386
PINK/FLOWER RABBIT EGG WARMER ,100.76,119,15,1.142
PINK/GREEN FLOWER DESIGN BIG MUG,17.16,40,16,0.48176470588235293
PINK/PURPLE CIRCLE CURTAIN,56.52,52,6,1.3414285714285714
PINK/PURPLE RETRO RADIO,622.27,218,53,2.970566037735849
"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",283.96000000000004,76,33,4.502727272727273
PINK/WHITE CHRISTMAS TREE 30CM,17.48,46,2,0.38
PINK/WHITE CHRISTMAS TREE 60CM,493.01,684,42,1.4949999999999999
PINK/WHITE GLASS DEMI CHOKER,15.0,2,1,7.5
PINK/WHITE RIBBED MELAMINE JUG,23.85,3,3,7.95
PINK/YELLOW FLOWERS HANDBAG,132.5,106,8,1.25
PIZZA PLATE IN BOX,2153.06,592,179,4.238901098901099
PLACE SETTING WHITE HEART,6322.21,15126,332,0.5779646017699115
PLACE SETTING WHITE STAR,1053.08,2407,105,0.5537614678899082
PLASMATRONIC LAMP,446.45,71,25,8.1356
PLASTERS IN TIN CIRCUS PARADE ,10061.859999999999,6113,571,1.7862045060658576
PLASTERS IN TIN SKULLS,7132.119999999999,4242,560,1.9751052631578947
PLASTERS IN TIN SPACEBOY,13602.109999999999,8074,673,1.864023494860499
PLASTERS IN TIN STRONGMAN,9841.829999999998,6010,515,1.8509351145038169
PLASTERS IN TIN VINTAGE PAISLEY ,7762.239999999999,4712,566,1.900190972222222
PLASTERS IN TIN WOODLAND ANIMALS,13328.269999999999,7803,704,1.9113445378151261
PLAYING CARDS I LOVE LONDON ,1651.29,1200,115,1.3546153846153848
PLAYING CARDS JUBILEE UNION JACK,2848.89,1927,208,1.3483410138248846
PLAYING CARDS KEEP CALM & CARRY ON,4860.55,3643,335,1.279298245614035
PLAYING CARDS VINTAGE DOILEY ,16.25,13,2,1.25
PLAYING CARDS VINTAGE DOILY ,880.16,701,92,1.3027956989247311
PLEASE ONE PERSON METAL SIGN,25225.480000000003,12274,845,2.426067677946324
POCKET BAG BLUE PAISLEY RED SPOT,1003.4,831,128,1.4172307692307693
POCKET BAG PINK PAISELY BROWN SPOT,509.59,468,95,1.2945833333333334
"POCKET MIRROR ""GLAMOROUS""",6.25,5,2,1.25
POCKET MIRROR WOODLAND,80.55,93,20,0.914
POLKA DOT RAFFIA FOOD COVER,1085.32,290,89,3.8392134831460676
POLKADOT COFFEE CUP & SAUCER PINK,1489.01,1570,109,1.5553636363636365
POLKADOT MUG PINK ,123.29999999999998,72,13,2.210769230769231
POLKADOT PEN,5793.62,6842,170,1.1349411764705881
POLKADOT RAIN HAT ,916.99,1937,226,0.6697835497835498
POLYESTER FILLER PAD 30CMx30CM,133.75,107,26,1.25
POLYESTER FILLER PAD 40x40cm,2256.2,1556,185,1.45
POLYESTER FILLER PAD 45x30cm,149.35,103,38,1.45
POLYESTER FILLER PAD 45x45cm,1582.55,1021,137,1.55
POLYESTER FILLER PAD 60x40cm,5.1,2,1,2.55
POLYESTER FILLER PAD 65CMx65CM,76.5,18,6,4.25
POMPOM CURTAIN,2124.15,424,82,6.083414634146342
POP ART PUSH DOWN RUBBER ,11.759999999999998,98,2,0.12
POPART RECT PENCIL SHARPENER ASST,140.52,1166,33,0.1290909090909091
POPART WOODEN PENCILS ASST,380.0,8900,68,0.043478260869565216
POPCORN HOLDER,34288.67,36749,803,1.0208363636363635
POPPY FIELDS CHOPPING BOARD,501.23,93,45,5.598888888888888
POPPY'S PLAYHOUSE BATHROOM,2080.85,954,227,2.4989956331877727
POPPY'S PLAYHOUSE BEDROOM ,4661.79,2021,423,2.546305882352941
POPPY'S PLAYHOUSE KITCHEN,4880.83,2117,436,2.4816628701594534
POPPY'S PLAYHOUSE LIVINGROOM ,3236.5400000000004,1447,328,2.5151975683890577
PORCELAIN BUDAH INCENSE HOLDER,158.06,1525,34,0.42
PORCELAIN BUTTERFLY OIL BURNER,921.87,265,61,3.9436507936507934
PORCELAIN ROSE LARGE ,348.43000000000006,299,14,1.3821428571428573
PORCELAIN ROSE SMALL,1295.0,1607,63,1.104285714285714
PORCELAIN T-LIGHT HOLDERS ASSORTED,1146.52,822,101,1.7798039215686274
POSTE FRANCE CUSHION COVER,1877.65,435,150,4.954210526315789
POSY CANDY BAG,109.96,92,16,1.0925
POTTERING IN THE SHED METAL SIGN,9405.76,4175,538,2.6952573529411765
POTTERING MUG,4825.36,3789,333,2.0920059880239523
POTTING SHED CANDLE CITRONELLA,1268.1899999999998,405,3,3.85
POTTING SHED ROSE CANDLE,1541.11,493,25,2.6156
POTTING SHED SEED ENVELOPES,902.08,592,130,1.8283969465648853
POTTING SHED SOW 'N' GROW SET,12.72,2,2,6.36
POTTING SHED TEA MUG,3259.75,2477,302,1.7556578947368422
POTTING SHED TWINE,2272.79,980,110,2.417927927927928
PRETTY HANGING QUILTED HEARTS,1088.36,1276,74,1.3654054054054052
PSYCHEDELIC METAL SIGN CALENDAR,7.9,10,3,0.79
PSYCHEDELIC TILE COASTER,195.22,430,28,1.1860714285714287
PSYCHEDELIC TILE HOOK,182.95000000000002,299,44,1.088695652173913
PSYCHEDELIC WALL THERMOMETER,109.92999999999999,79,14,1.9214285714285713
PURPLE ACRYLIC FACETED BANGLE,132.05,107,8,1.6
PURPLE AMETHYST NECKLACE W TASSEL,49.81,5,5,9.962
PURPLE ANEMONE ARTIFICIAL FLOWER,6.76,4,1,1.69
PURPLE BERTIE GLASS BEAD BAG CHARM,110.03,95,19,2.0989473684210522
PURPLE BOUDICCA LARGE BRACELET,264.94,38,15,6.982
PURPLE CHUNKY GLASS+BEAD NECKLACE,11.95,1,1,11.95
PURPLE CRYSTAL DROP EARRINGS,8.76,3,3,2.92
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,4469.37,3105,237,1.743677685950413
PURPLE DRESS JEWELLERY STAND,48.19,61,3,0.79
PURPLE ENAMEL FLOWER HAIR TIE,64.28,22,15,2.9153333333333333
PURPLE ENAMEL FLOWER RING,202.51000000000002,69,28,2.9217857142857144
PURPLE ENAMEL+GLASS HAIR COMB,163.8,84,4,2.0125
PURPLE FINE BEAD NECKLACE W TASSEL,17.59,3,3,5.863333333333333
PURPLE FOXGLOVE ARTIIFCIAL FLOWER,28.049999999999997,11,3,2.55
PURPLE FRANGIPANI HAIRCLIP,23.16,28,12,0.8291666666666666
PURPLE FRANGIPANI NECKLACE,72.66,29,16,2.5
PURPLE GEMSTONE BRACELET,122.84,19,10,7.228999999999999
PURPLE GEMSTONE NECKLACE 45CM,102.0,8,5,12.75
PURPLE GLASS TASSLE BAG CHARM,77.03999999999999,42,14,1.7328571428571427
PURPLE LAS VEGAS BRACELET ROUND,26.25,7,3,3.75
PURPLE LEAVES AND BEADS PHONE CHAR,4.97,2,2,2.485
PURPLE PAPER PARASOL,1022.9900000000001,313,88,3.851818181818182
PURPLE SWEETHEART BRACELET,328.44,78,50,4.1948
PURPLE VINTAGE EARRINGS,25.17,6,3,4.180000000000001
PURPLE/BLUE CERAMIC CANDLE HOLDER,9.879999999999999,4,2,2.4699999999999998
PURPLE/COPPER HANGING LAMPSHADE,17.0,20,8,0.85
PURPLE/TURQ FLOWERS HANDBAG,2.5,2,1,1.25
QUEEN OF SKIES LUGGAGE TAG,292.29,197,99,1.7224242424242426
QUEEN OF THE SKIES HOLIDAY PURSE ,66.26,25,20,2.693
QUEEN OF THE SKIES PASSPORT COVER ,286.39,148,76,2.0278947368421054
QUEENS GUARD COFFEE MUG,5849.29,2431,272,2.7821167883211677
RABBIT  DESIGN  COTTON TOTE BAG,444.07,181,62,2.890483870967742
RABBIT EASTER DECORATION,23.6,8,3,2.9500000000000006
RABBIT NIGHT LIGHT,66870.03,30739,994,2.386401179941003
RAIN PONCHO ,268.76,411,5,0.9719999999999999
RAIN PONCHO RETROSPOT,7161.1,8875,243,1.0531854838709678
RAINBOW PEGS PHOTO CLIP STRING,189.88,290,39,0.9984615384615384
RAINY LADIES BIRTHDAY CARD,1023.73,2406,213,0.5876056338028169
RASPBERRY ANT COPPER FLOWER NECKLAC,77.91,13,8,6.0200000000000005
RASTA IN BATH W SPLIFF ASHTRAY,6.8,8,6,0.85
RATTLE SNAKE EGGS,689.35,813,102,1.4634313725490198
RECIPE BOX BLUE SKETCHBOOK DESIGN,5192.08,1516,356,4.052696629213483
RECIPE BOX PANTRY YELLOW DESIGN,26219.95,8269,1111,3.7048793565683646
RECIPE BOX RETROSPOT ,8045.1,2882,464,3.0373885350318472
RECIPE BOX WITH METAL HEART,95.4,12,6,7.95
"RECORD FRAME 7"" SINGLE SIZE ",11354.56,4374,361,3.676493150684932
RECTANGULAR SHAPED MIRROR,446.15000000000003,512,37,1.4297297297297298
RECYCLED ACAPULCO MAT BLUE,3223.49,365,162,9.636790123456791
RECYCLED ACAPULCO MAT GREEN,4286.55,497,205,9.223268292682926
RECYCLED ACAPULCO MAT LAVENDER,2604.93,295,130,9.533076923076923
RECYCLED ACAPULCO MAT PINK,3254.32,364,164,9.819390243902438
RECYCLED ACAPULCO MAT RED,3896.84,456,186,8.921505376344086
RECYCLED ACAPULCO MAT TURQUOISE,5949.34,654,278,9.784460431654676
RECYCLED PENCIL WITH RABBIT ERASER,695.4,3068,168,0.3164880952380952
RECYCLING BAG RETROSPOT ,15607.59,6896,748,3.1890400000000003
RED   ACRYLIC FACETED BANGLE,130.51000000000002,99,10,2.206
RED  EGG  SPOON,185.51999999999998,1369,92,0.25717391304347825
RED  HARMONICA IN BOX ,26294.08,21903,661,1.4255722891566265
RED 3 PIECE RETROSPOT CUTLERY SET,6494.66,1671,120,4.498760330578513
RED APPLES CHOPPING BOARD   ,770.32,152,45,5.8406666666666665
RED BABY BUNTING ,3559.0,1128,234,3.7677777777777783
RED BOUDICCA LARGE BRACELET,209.73000000000002,30,12,7.0025
RED CHARLIE+LOLA PERSONAL DOORSIGN,684.62,1290,125,0.8929133858267717
RED COAT RACK PARIS FASHION,1673.15,352,112,5.552053571428572
RED DAISY PAPER LAMPSHADE,62.5,50,6,1.25
RED DAISY POCKET BOOK ,136.64,158,33,0.9188235294117647
RED DINER WALL CLOCK,11857.07,1400,460,9.24141304347826
RED DRAGONFLY HELICOPTER,856.38,106,67,8.074705882352943
RED DRAWER KNOB ACRYLIC EDWARDIAN,2871.75,2254,140,1.5968794326241134
RED ENAMEL FLOWER RING,185.42000000000002,63,21,2.9342857142857146
RED ENCHANTED FOREST PLACEMAT,1454.8799999999999,678,110,2.361946902654867
RED FLOCK LOVE HEART PHOTO FRAME,572.67,1067,82,0.7425301204819278
RED FLORAL FELTCRAFT SHOULDER BAG,7229.43,1960,305,4.268562091503268
RED FLOWER CROCHET FOOD COVER,1116.89,304,112,3.8950892857142856
RED GINGHAM ROSE JEWELLERY BOX,3391.1499999999996,1740,286,2.321786941580756
RED GINGHAM TEDDY BEAR ,2302.94,770,169,3.6001775147929
RED GLASS TASSLE BAG CHARM,88.03,40,16,2.1325
RED HANGING HEART T-LIGHT HOLDER,23199.24,7872,741,3.160996015936255
RED HEART LUGGAGE TAG,447.34,304,96,1.6915841584158415
RED HEART SHAPE LOVE BUCKET ,2803.13,1395,159,3.200062893081761
RED HEARTS LIGHT CHAIN ,1042.66,503,63,3.13359375
RED KITCHEN SCALES,14082.2,1620,546,9.793315018315017
RED KUKUI COCONUT SEED NECKLACE,190.73000000000002,122,25,3.1552000000000002
RED LOVE HEART SHAPE CUP,939.03,1038,154,1.2053896103896105
RED METAL BEACH SPADE ,2113.39,1493,229,1.7087826086956521
RED METAL BOX TOP SECRET,9117.62,1074,257,9.339272030651342
RED PAPER PARASOL,1819.76,644,84,3.3333333333333335
RED PEONY CUSHION COVER ,79.05000000000001,17,5,4.65
RED PEONY TABLE CLOCK,47.2,16,10,2.95
RED POLKADOT BEAKER ,1603.77,3865,131,0.6057251908396946
RED POLKADOT COFFEE  MUG,729.6,1532,63,1.2461904761904763
RED POLKADOT PUDDING BOWL,46.39,34,7,1.7125000000000001
RED PUDDING SPOON,128.63,881,72,0.25069444444444444
RED PURSE WITH PINK HEART,8.75,7,2,1.25
RED REFECTORY CLOCK ,2501.64,250,110,11.109454545454545
RED RETRO KITCHEN WALL CLOCK,400.01,47,23,8.887391304347826
RED RETROSPOT APRON ,2199.52,334,131,7.234477611940299
RED RETROSPOT BIG BOWL,1336.78,286,96,4.550833333333333
RED RETROSPOT BOWL,6374.81,5023,448,1.631751662971175
RED RETROSPOT BUTTER DISH,4743.900000000001,969,238,5.474541666666667
RED RETROSPOT CAKE STAND,21354.3,2012,539,12.607560073937153
RED RETROSPOT CHARLOTTE BAG,21773.39,17761,1032,1.1461973180076628
RED RETROSPOT CHILDRENS UMBRELLA,4171.33,1235,237,4.018487394957983
RED RETROSPOT CUP,3488.44,3969,387,1.0694117647058823
RED RETROSPOT LUGGAGE TAG,652.11,433,105,1.7522429906542056
RED RETROSPOT MINI CASES,12634.98,1747,385,8.121839378238343
RED RETROSPOT MUG,5167.6900000000005,1847,156,3.3125477707006374
RED RETROSPOT OVEN GLOVE ,6320.51,4034,451,1.946069868995633
RED RETROSPOT OVEN GLOVE DOUBLE,3888.98,914,255,4.408677042801556
RED RETROSPOT PEG BAG,9296.3,3155,485,3.131690427698574
RED RETROSPOT PICNIC BAG,11665.19,3985,531,3.7098496240601504
RED RETROSPOT PLATE ,5699.71,3373,304,2.085625
RED RETROSPOT PUDDING BOWL,1387.96,332,61,4.504426229508196
RED RETROSPOT PURSE ,1546.2700000000002,461,156,4.068333333333333
